Event time,label
2023-01-02 09:45:00,866
2023-01-02 10:00:00,1199
2023-01-02 10:15:00,1097
2023-01-02 10:30:00,978
2023-01-02 10:45:00,931
2023-01-02 11:00:00,1056
2023-01-02 11:15:00,676
2023-01-02 11:30:00,724
2023-01-02 11:45:00,571
2023-01-02 12:00:00,747
2023-01-02 12:15:00,756
2023-01-02 12:30:00,869
2023-01-02 12:45:00,900
2023-01-02 13:00:00,876
2023-01-02 13:15:00,450
2023-01-02 13:30:00,591
2023-01-02 13:45:00,396
2023-01-02 14:00:00,718
2023-01-02 14:15:00,471
2023-01-02 14:30:00,629
2023-01-02 14:45:00,430
2023-01-02 15:00:00,614
2023-01-02 15:15:00,615
2023-01-02 15:30:00,634
2023-01-02 15:45:00,634
2023-01-02 16:00:00,632
2023-01-02 16:15:00,561
2023-01-02 16:30:00,531
2023-01-02 16:45:00,524
2023-01-02 17:00:00,763
2023-01-02 17:15:00,564
2023-01-02 17:30:00,547
2023-01-02 17:45:00,477
2023-01-02 18:00:00,518
2023-01-02 18:15:00,539
2023-01-02 18:30:00,638
2023-01-02 18:45:00,553
2023-01-02 19:00:00,490
2023-01-02 19:15:00,493
2023-01-02 19:30:00,458
2023-01-02 19:45:00,427
2023-01-02 20:00:00,435
2023-01-02 20:15:00,345
2023-01-02 20:30:00,258
2023-01-02 20:45:00,271
2023-01-02 21:00:00,375
2023-01-02 21:15:00,420
2023-01-02 21:30:00,361
2023-01-02 21:45:00,326
2023-01-02 22:00:00,339
2023-01-02 22:15:00,243
2023-01-02 22:30:00,229
2023-01-02 22:45:00,206
2023-01-02 23:00:00,326
2023-01-02 23:15:00,203
2023-01-02 23:30:00,179
2023-01-02 23:45:00,148
2023-01-03 00:00:00,541
2023-01-03 00:15:00,205
2023-01-03 00:30:00,172
2023-01-03 00:45:00,147
2023-01-03 01:00:00,182
2023-01-03 01:15:00,137
2023-01-03 01:30:00,173
2023-01-03 01:45:00,176
2023-01-03 02:00:00,272
2023-01-03 02:15:00,156
2023-01-03 02:30:00,213
2023-01-03 02:45:00,146
2023-01-03 03:00:00,229
2023-01-03 03:15:00,243
2023-01-03 03:30:00,166
2023-01-03 03:45:00,160
2023-01-03 04:00:00,205
2023-01-03 04:15:00,239
2023-01-03 04:30:00,177
2023-01-03 04:45:00,171
2023-01-03 05:00:00,284
2023-01-03 05:15:00,278
2023-01-03 05:30:00,391
2023-01-03 05:45:00,347
2023-01-03 06:00:00,538
2023-01-03 06:15:00,605
2023-01-03 06:30:00,510
2023-01-03 06:45:00,510
2023-01-03 07:00:00,621
2023-01-03 07:15:00,695
2023-01-03 07:30:00,654
2023-01-03 07:45:00,674
2023-01-03 08:00:00,745
2023-01-03 08:15:00,594
2023-01-03 08:30:00,527
2023-01-03 08:45:00,634
2023-01-03 09:00:00,604
2023-01-03 09:15:00,651
2023-01-03 09:30:00,676
2023-01-03 09:45:00,777
2023-01-03 10:00:00,698
2023-01-03 10:15:00,674
2023-01-03 10:30:00,597
2023-01-03 10:45:00,597
2023-01-03 11:00:00,860
2023-01-03 11:15:00,693
2023-01-03 11:30:00,694
2023-01-03 11:45:00,660
2023-01-03 12:00:00,737
2023-01-03 12:15:00,682
2023-01-03 12:30:00,752
2023-01-03 12:45:00,662
2023-01-03 13:00:00,548
2023-01-03 13:15:00,535
2023-01-03 13:30:00,497
2023-01-03 13:45:00,538
2023-01-03 14:00:00,574
2023-01-03 14:15:00,582
2023-01-03 14:30:00,573
2023-01-03 14:45:00,695
2023-01-03 15:00:00,661
2023-01-03 15:15:00,574
2023-01-03 15:30:00,518
2023-01-03 15:45:00,543
2023-01-03 16:00:00,562
2023-01-03 16:15:00,643
2023-01-03 16:30:00,565
2023-01-03 16:45:00,567
2023-01-03 17:00:00,555
2023-01-03 17:15:00,719
2023-01-03 17:30:00,669
2023-01-03 17:45:00,562
2023-01-03 18:00:00,582
2023-01-03 18:15:00,526
2023-01-03 18:30:00,463
2023-01-03 18:45:00,608
2023-01-03 19:00:00,668
2023-01-03 19:15:00,542
2023-01-03 19:30:00,511
2023-01-03 19:45:00,512
2023-01-03 20:00:00,540
2023-01-03 20:15:00,453
2023-01-03 20:30:00,479
2023-01-03 20:45:00,499
2023-01-03 21:00:00,475
2023-01-03 21:15:00,435
2023-01-03 21:30:00,433
2023-01-03 21:45:00,328
2023-01-03 22:00:00,317
2023-01-03 22:15:00,334
2023-01-03 22:30:00,207
2023-01-03 22:45:00,192
2023-01-03 23:00:00,192
2023-01-03 23:15:00,174
2023-01-03 23:30:00,120
2023-01-03 23:45:00,117
2023-01-04 00:00:00,531
2023-01-04 00:15:00,153
2023-01-04 00:30:00,141
2023-01-04 00:45:00,108
2023-01-04 01:00:00,125
2023-01-04 01:15:00,86
2023-01-04 01:30:00,115
2023-01-04 01:45:00,122
2023-01-04 02:00:00,83
2023-01-04 02:15:00,101
2023-01-04 02:30:00,155
2023-01-04 02:45:00,190
2023-01-04 03:00:00,181
2023-01-04 03:15:00,155
2023-01-04 03:30:00,104
2023-01-04 03:45:00,175
2023-01-04 04:00:00,93
2023-01-04 04:15:00,152
2023-01-04 04:30:00,142
2023-01-04 04:45:00,194
2023-01-04 05:00:00,247
2023-01-04 05:15:00,219
2023-01-04 05:30:00,332
2023-01-04 05:45:00,268
2023-01-04 06:00:00,472
2023-01-04 06:15:00,518
2023-01-04 06:30:00,574
2023-01-04 06:45:00,535
2023-01-04 07:00:00,603
2023-01-04 07:15:00,545
2023-01-04 07:30:00,583
2023-01-04 07:45:00,634
2023-01-04 08:00:00,1810
2023-01-04 08:15:00,1580
2023-01-04 08:30:00,619
2023-01-04 08:45:00,589
2023-01-04 09:00:00,744
2023-01-04 09:15:00,621
2023-01-04 09:30:00,620
2023-01-04 09:45:00,536
2023-01-04 10:00:00,769
2023-01-04 10:15:00,637
2023-01-04 10:30:00,864
2023-01-04 10:45:00,641
2023-01-04 11:00:00,637
2023-01-04 11:15:00,473
2023-01-04 11:30:00,583
2023-01-04 11:45:00,573
2023-01-04 12:00:00,702
2023-01-04 12:15:00,642
2023-01-04 12:30:00,578
2023-01-04 12:45:00,561
2023-01-04 13:00:00,674
2023-01-04 13:15:00,626
2023-01-04 13:30:00,605
2023-01-04 13:45:00,632
2023-01-04 14:00:00,644
2023-01-04 14:15:00,668
2023-01-04 14:30:00,662
2023-01-04 14:45:00,641
2023-01-04 15:00:00,615
2023-01-04 15:15:00,840
2023-01-04 15:30:00,697
2023-01-04 15:45:00,744
2023-01-04 16:00:00,822
2023-01-04 16:15:00,658
2023-01-04 16:30:00,672
2023-01-04 16:45:00,627
2023-01-04 17:00:00,640
2023-01-04 17:15:00,701
2023-01-04 17:30:00,587
2023-01-04 17:45:00,561
2023-01-04 18:00:00,535
2023-01-04 18:15:00,476
2023-01-04 18:30:00,469
2023-01-04 18:45:00,501
2023-01-04 19:00:00,595
2023-01-04 19:15:00,577
2023-01-04 19:30:00,488
2023-01-04 19:45:00,472
2023-01-04 20:00:00,496
2023-01-04 20:15:00,424
2023-01-04 20:30:00,417
2023-01-04 20:45:00,394
2023-01-04 21:00:00,415
2023-01-04 21:15:00,398
2023-01-04 21:30:00,346
2023-01-04 21:45:00,321
2023-01-04 22:00:00,283
2023-01-04 22:15:00,246
2023-01-04 22:30:00,867
2023-01-04 22:45:00,213
2023-01-04 23:00:00,238
2023-01-04 23:15:00,206
2023-01-04 23:30:00,134
2023-01-04 23:45:00,189
2023-01-05 00:00:00,552
2023-01-05 00:15:00,108
2023-01-05 00:30:00,111
2023-01-05 00:45:00,77
2023-01-05 01:00:00,111
2023-01-05 01:15:00,151
2023-01-05 01:30:00,120
2023-01-05 01:45:00,87
2023-01-05 02:00:00,156
2023-01-05 02:15:00,158
2023-01-05 02:30:00,216
2023-01-05 02:45:00,186
2023-01-05 03:00:00,193
2023-01-05 03:15:00,144
2023-01-05 03:30:00,186
2023-01-05 03:45:00,130
2023-01-05 04:00:00,136
2023-01-05 04:15:00,177
2023-01-05 04:30:00,155
2023-01-05 04:45:00,168
2023-01-05 05:00:00,222
2023-01-05 05:15:00,246
2023-01-05 05:30:00,241
2023-01-05 05:45:00,279
2023-01-05 06:00:00,462
2023-01-05 06:15:00,415
2023-01-05 06:30:00,470
2023-01-05 06:45:00,487
2023-01-05 07:00:00,535
2023-01-05 07:15:00,478
2023-01-05 07:30:00,485
2023-01-05 07:45:00,530
2023-01-05 08:00:00,591
2023-01-05 08:15:00,505
2023-01-05 08:30:00,488
2023-01-05 08:45:00,512
2023-01-05 09:00:00,615
2023-01-05 09:15:00,666
2023-01-05 09:30:00,488
2023-01-05 09:45:00,534
2023-01-05 10:00:00,557
2023-01-05 10:15:00,644
2023-01-05 10:30:00,522
2023-01-05 10:45:00,571
2023-01-05 11:00:00,745
2023-01-05 11:15:00,705
2023-01-05 11:30:00,672
2023-01-05 11:45:00,592
2023-01-05 12:00:00,667
2023-01-05 12:15:00,599
2023-01-05 12:30:00,623
2023-01-05 12:45:00,644
2023-01-05 13:00:00,651
2023-01-05 13:15:00,682
2023-01-05 13:30:00,733
2023-01-05 13:45:00,629
2023-01-05 14:00:00,646
2023-01-05 14:15:00,565
2023-01-05 14:30:00,781
2023-01-05 14:45:00,727
2023-01-05 15:00:00,850
2023-01-05 15:15:00,621
2023-01-05 15:30:00,588
2023-01-05 15:45:00,561
2023-01-05 16:00:00,631
2023-01-05 16:15:00,574
2023-01-05 16:30:00,507
2023-01-05 16:45:00,453
2023-01-05 17:00:00,474
2023-01-05 17:15:00,472
2023-01-05 17:30:00,574
2023-01-05 17:45:00,639
2023-01-05 18:00:00,478
2023-01-05 18:15:00,605
2023-01-05 18:30:00,804
2023-01-05 18:45:00,491
2023-01-05 19:00:00,768
2023-01-05 19:15:00,540
2023-01-05 19:30:00,502
2023-01-05 19:45:00,435
2023-01-05 20:00:00,420
2023-01-05 20:15:00,453
2023-01-05 20:30:00,379
2023-01-05 20:45:00,412
2023-01-05 21:00:00,288
2023-01-05 21:15:00,238
2023-01-05 21:30:00,274
2023-01-05 21:45:00,303
2023-01-05 22:00:00,344
2023-01-05 22:15:00,326
2023-01-05 22:30:00,224
2023-01-05 22:45:00,241
2023-01-05 23:00:00,227
2023-01-05 23:15:00,196
2023-01-05 23:30:00,126
2023-01-05 23:45:00,449
2023-01-06 00:00:00,641
2023-01-06 00:15:00,166
2023-01-06 00:30:00,214
2023-01-06 00:45:00,115
2023-01-06 01:00:00,142
2023-01-06 01:15:00,168
2023-01-06 01:30:00,128
2023-01-06 01:45:00,106
2023-01-06 02:00:00,110
2023-01-06 02:15:00,153
2023-01-06 02:30:00,174
2023-01-06 02:45:00,228
2023-01-06 03:00:00,209
2023-01-06 03:15:00,180
2023-01-06 03:30:00,119
2023-01-06 03:45:00,117
2023-01-06 04:00:00,165
2023-01-06 04:15:00,123
2023-01-06 04:30:00,136
2023-01-06 04:45:00,170
2023-01-06 05:00:00,190
2023-01-06 05:15:00,170
2023-01-06 05:30:00,237
2023-01-06 05:45:00,210
2023-01-06 06:00:00,420
2023-01-06 06:15:00,377
2023-01-06 06:30:00,413
2023-01-06 06:45:00,581
2023-01-06 07:00:00,2687
2023-01-06 07:15:00,566
2023-01-06 07:30:00,505
2023-01-06 07:45:00,543
2023-01-06 08:00:00,533
2023-01-06 08:15:00,592
2023-01-06 08:30:00,592
2023-01-06 08:45:00,520
2023-01-06 09:00:00,849
2023-01-06 09:15:00,582
2023-01-06 09:30:00,516
2023-01-06 09:45:00,677
2023-01-06 10:00:00,619
2023-01-06 10:15:00,652
2023-01-06 10:30:00,642
2023-01-06 10:45:00,474
2023-01-06 11:00:00,471
2023-01-06 11:15:00,493
2023-01-06 11:30:00,542
2023-01-06 11:45:00,558
2023-01-06 12:00:00,594
2023-01-06 12:15:00,608
2023-01-06 12:30:00,609
2023-01-06 12:45:00,544
2023-01-06 13:00:00,589
2023-01-06 13:15:00,508
2023-01-06 13:30:00,540
2023-01-06 13:45:00,589
2023-01-06 14:00:00,731
2023-01-06 14:15:00,552
2023-01-06 14:30:00,605
2023-01-06 14:45:00,647
2023-01-06 15:00:00,879
2023-01-06 15:15:00,637
2023-01-06 15:30:00,584
2023-01-06 15:45:00,961
2023-01-06 16:00:00,554
2023-01-06 16:15:00,577
2023-01-06 16:30:00,492
2023-01-06 16:45:00,593
2023-01-06 17:00:00,516
2023-01-06 17:15:00,357
2023-01-06 17:30:00,301
2023-01-06 17:45:00,375
2023-01-06 18:00:00,492
2023-01-06 18:15:00,467
2023-01-06 18:30:00,564
2023-01-06 18:45:00,488
2023-01-06 19:00:00,393
2023-01-06 19:15:00,373
2023-01-06 19:30:00,559
2023-01-06 19:45:00,448
2023-01-06 20:00:00,423
2023-01-06 20:15:00,395
2023-01-06 20:30:00,508
2023-01-06 20:45:00,573
2023-01-06 21:00:00,439
2023-01-06 21:15:00,451
2023-01-06 21:30:00,292
2023-01-06 21:45:00,363
2023-01-06 22:00:00,338
2023-01-06 22:15:00,326
2023-01-06 22:30:00,277
2023-01-06 22:45:00,294
2023-01-06 23:00:00,274
2023-01-06 23:15:00,208
2023-01-06 23:30:00,262
2023-01-06 23:45:00,300
2023-01-07 00:00:00,687
2023-01-07 00:15:00,230
2023-01-07 00:30:00,227
2023-01-07 00:45:00,201
2023-01-07 01:00:00,281
2023-01-07 01:15:00,229
2023-01-07 01:30:00,198
2023-01-07 01:45:00,159
2023-01-07 02:00:00,198
2023-01-07 02:15:00,193
2023-01-07 02:30:00,211
2023-01-07 02:45:00,120
2023-01-07 03:00:00,165
2023-01-07 03:15:00,116
2023-01-07 03:30:00,90
2023-01-07 03:45:00,156
2023-01-07 04:00:00,101
2023-01-07 04:15:00,141
2023-01-07 04:30:00,109
2023-01-07 04:45:00,72
2023-01-07 05:00:00,111
2023-01-07 05:15:00,147
2023-01-07 05:30:00,144
2023-01-07 05:45:00,194
2023-01-07 06:00:00,474
2023-01-07 06:15:00,401
2023-01-07 06:30:00,491
2023-01-07 06:45:00,451
2023-01-07 07:00:00,1069
2023-01-07 07:15:00,545
2023-01-07 07:30:00,505
2023-01-07 07:45:00,563
2023-01-07 08:00:00,513
2023-01-07 08:15:00,592
2023-01-07 08:30:00,566
2023-01-07 08:45:00,465
2023-01-07 09:00:00,715
2023-01-07 09:15:00,601
2023-01-07 09:30:00,664
2023-01-07 09:45:00,688
2023-01-07 10:00:00,709
2023-01-07 10:15:00,686
2023-01-07 10:30:00,728
2023-01-07 10:45:00,616
2023-01-07 11:00:00,725
2023-01-07 11:15:00,670
2023-01-07 11:30:00,758
2023-01-07 11:45:00,668
2023-01-07 12:00:00,711
2023-01-07 12:15:00,683
2023-01-07 12:30:00,659
2023-01-07 12:45:00,580
2023-01-07 13:00:00,560
2023-01-07 13:15:00,528
2023-01-07 13:30:00,522
2023-01-07 13:45:00,491
2023-01-07 14:00:00,594
2023-01-07 14:15:00,664
2023-01-07 14:30:00,689
2023-01-07 14:45:00,575
2023-01-07 15:00:00,674
2023-01-07 15:15:00,646
2023-01-07 15:30:00,622
2023-01-07 15:45:00,551
2023-01-07 16:00:00,649
2023-01-07 16:15:00,567
2023-01-07 16:30:00,597
2023-01-07 16:45:00,602
2023-01-07 17:00:00,594
2023-01-07 17:15:00,610
2023-01-07 17:30:00,707
2023-01-07 17:45:00,525
2023-01-07 18:00:00,630
2023-01-07 18:15:00,566
2023-01-07 18:30:00,549
2023-01-07 18:45:00,478
2023-01-07 19:00:00,535
2023-01-07 19:15:00,563
2023-01-07 19:30:00,558
2023-01-07 19:45:00,503
2023-01-07 20:00:00,484
2023-01-07 20:15:00,547
2023-01-07 20:30:00,537
2023-01-07 20:45:00,402
2023-01-07 21:00:00,387
2023-01-07 21:15:00,361
2023-01-07 21:30:00,347
2023-01-07 21:45:00,497
2023-01-07 22:00:00,335
2023-01-07 22:15:00,341
2023-01-07 22:30:00,368
2023-01-07 22:45:00,292
2023-01-07 23:00:00,356
2023-01-07 23:15:00,277
2023-01-07 23:30:00,227
2023-01-07 23:45:00,218
2023-01-08 00:00:00,573
2023-01-08 00:15:00,240
2023-01-08 00:30:00,275
2023-01-08 00:45:00,171
2023-01-08 01:00:00,182
2023-01-08 01:15:00,142
2023-01-08 01:30:00,127
2023-01-08 01:45:00,138
2023-01-08 02:00:00,100
2023-01-08 02:15:00,53
2023-01-08 02:30:00,112
2023-01-08 02:45:00,148
2023-01-08 03:00:00,174
2023-01-08 03:15:00,43
2023-01-08 03:30:00,60
2023-01-08 03:45:00,121
2023-01-08 04:00:00,96
2023-01-08 04:15:00,216
2023-01-08 04:30:00,147
2023-01-08 04:45:00,110
2023-01-08 05:00:00,96
2023-01-08 05:15:00,100
2023-01-08 05:30:00,112
2023-01-08 05:45:00,90
2023-01-08 06:00:00,259
2023-01-08 06:15:00,317
2023-01-08 06:30:00,385
2023-01-08 06:45:00,289
2023-01-08 07:00:00,354
2023-01-08 07:15:00,260
2023-01-08 07:30:00,531
2023-01-08 07:45:00,487
2023-01-08 08:00:00,2316
2023-01-08 08:15:00,432
2023-01-08 08:30:00,1846
2023-01-08 08:45:00,405
2023-01-08 09:00:00,544
2023-01-08 09:15:00,352
2023-01-08 09:30:00,412
2023-01-08 09:45:00,471
2023-01-08 10:00:00,368
2023-01-08 10:15:00,495
2023-01-08 10:30:00,486
2023-01-08 10:45:00,556
2023-01-08 11:00:00,707
2023-01-08 11:15:00,428
2023-01-08 11:30:00,456
2023-01-08 11:45:00,430
2023-01-08 12:00:00,9459
2023-01-08 12:15:00,525
2023-01-08 12:30:00,550
2023-01-08 12:45:00,642
2023-01-08 13:00:00,652
2023-01-08 13:15:00,592
2023-01-08 13:30:00,445
2023-01-08 13:45:00,419
2023-01-08 14:00:00,396
2023-01-08 14:15:00,502
2023-01-08 14:30:00,591
2023-01-08 14:45:00,611
2023-01-08 15:00:00,823
2023-01-08 15:15:00,626
2023-01-08 15:30:00,646
2023-01-08 15:45:00,451
2023-01-08 16:00:00,450
2023-01-08 16:15:00,517
2023-01-08 16:30:00,458
2023-01-08 16:45:00,505
2023-01-08 17:00:00,521
2023-01-08 17:15:00,504
2023-01-08 17:30:00,589
2023-01-08 17:45:00,640
2023-01-08 18:00:00,673
2023-01-08 18:15:00,393
2023-01-08 18:30:00,513
2023-01-08 18:45:00,450
2023-01-08 19:00:00,414
2023-01-08 19:15:00,484
2023-01-08 19:30:00,403
2023-01-08 19:45:00,387
2023-01-08 20:00:00,402
2023-01-08 20:15:00,399
2023-01-08 20:30:00,409
2023-01-08 20:45:00,344
2023-01-08 21:00:00,276
2023-01-08 21:15:00,327
2023-01-08 21:30:00,284
2023-01-08 21:45:00,285
2023-01-08 22:00:00,298
2023-01-08 22:15:00,262
2023-01-08 22:30:00,214
2023-01-08 22:45:00,245
2023-01-08 23:00:00,344
2023-01-08 23:15:00,171
2023-01-08 23:30:00,191
2023-01-08 23:45:00,189
2023-01-09 00:00:00,726
2023-01-09 00:15:00,174
2023-01-09 00:30:00,79
2023-01-09 00:45:00,104
2023-01-09 01:00:00,122
2023-01-09 01:15:00,88
2023-01-09 01:30:00,104
2023-01-09 01:45:00,158
2023-01-09 02:00:00,338
2023-01-09 02:15:00,442
2023-01-09 02:30:00,390
2023-01-09 02:45:00,294
2023-01-09 03:00:00,134
2023-01-09 03:15:00,88
2023-01-09 03:30:00,109
2023-01-09 03:45:00,185
2023-01-09 04:00:00,151
2023-01-09 04:15:00,124
2023-01-09 04:30:00,223
2023-01-09 04:45:00,242
2023-01-09 05:00:00,264
2023-01-09 05:15:00,206
2023-01-09 05:30:00,245
2023-01-09 05:45:00,318
2023-01-09 06:00:00,540
2023-01-09 06:15:00,445
2023-01-09 06:30:00,375
2023-01-09 06:45:00,417
2023-01-09 07:00:00,617
2023-01-09 07:15:00,827
2023-01-09 07:30:00,715
2023-01-09 07:45:00,701
2023-01-09 08:00:00,733
2023-01-09 08:15:00,647
2023-01-09 08:30:00,764
2023-01-09 08:45:00,707
2023-01-09 09:00:00,813
2023-01-09 09:15:00,650
2023-01-09 09:30:00,689
2023-01-09 09:45:00,576
2023-01-09 10:00:00,800
2023-01-09 10:15:00,660
2023-01-09 10:30:00,654
2023-01-09 10:45:00,654
2023-01-09 11:00:00,822
2023-01-09 11:15:00,555
2023-01-09 11:30:00,575
2023-01-09 11:45:00,523
2023-01-09 12:00:00,576
2023-01-09 12:15:00,783
2023-01-09 12:30:00,874
2023-01-09 12:45:00,849
2023-01-09 13:00:00,827
2023-01-09 13:15:00,731
2023-01-09 13:30:00,649
2023-01-09 13:45:00,729
2023-01-09 14:00:00,740
2023-01-09 14:15:00,728
2023-01-09 14:30:00,575
2023-01-09 14:45:00,543
2023-01-09 15:00:00,642
2023-01-09 15:15:00,909
2023-01-09 15:30:00,1015
2023-01-09 15:45:00,1017
2023-01-09 16:00:00,1078
2023-01-09 16:15:00,1089
2023-01-09 16:30:00,1010
2023-01-09 16:45:00,998
2023-01-09 17:00:00,1059
2023-01-09 17:15:00,955
2023-01-09 17:30:00,1020
2023-01-09 17:45:00,998
2023-01-09 18:00:00,1289
2023-01-09 18:15:00,1054
2023-01-09 18:30:00,997
2023-01-09 18:45:00,803
2023-01-09 19:00:00,623
2023-01-09 19:15:00,892
2023-01-09 19:30:00,822
2023-01-09 19:45:00,771
2023-01-09 20:00:00,742
2023-01-09 20:15:00,755
2023-01-09 20:30:00,762
2023-01-09 20:45:00,481
2023-01-09 21:00:00,421
2023-01-09 21:15:00,247
2023-01-09 21:30:00,217
2023-01-09 21:45:00,260
2023-01-09 22:00:00,425
2023-01-09 22:15:00,559
2023-01-09 22:30:00,585
2023-01-09 22:45:00,532
2023-01-09 23:00:00,599
2023-01-09 23:15:00,613
2023-01-09 23:30:00,602
2023-01-09 23:45:00,449
2023-01-10 00:00:00,402
2023-01-10 00:15:00,125
2023-01-10 00:30:00,161
2023-01-10 00:45:00,163
2023-01-10 01:00:00,71
2023-01-10 01:15:00,146
2023-01-10 01:30:00,93
2023-01-10 01:45:00,165
2023-01-10 02:00:00,186
2023-01-10 02:15:00,115
2023-01-10 02:30:00,85
2023-01-10 02:45:00,110
2023-01-10 03:00:00,147
2023-01-10 03:15:00,90
2023-01-10 03:30:00,155
2023-01-10 03:45:00,103
2023-01-10 04:00:00,132
2023-01-10 04:15:00,88
2023-01-10 04:30:00,198
2023-01-10 04:45:00,184
2023-01-10 05:00:00,114
2023-01-10 05:15:00,146
2023-01-10 05:30:00,162
2023-01-10 05:45:00,164
2023-01-10 06:00:00,401
2023-01-10 06:15:00,387
2023-01-10 06:30:00,350
2023-01-10 06:45:00,343
2023-01-10 07:00:00,441
2023-01-10 07:15:00,361
2023-01-10 07:30:00,336
2023-01-10 07:45:00,423
2023-01-10 08:00:00,619
2023-01-10 08:15:00,444
2023-01-10 08:30:00,572
2023-01-10 08:45:00,482
2023-01-10 09:00:00,540
2023-01-10 09:15:00,593
2023-01-10 09:30:00,641
2023-01-10 09:45:00,623
2023-01-10 10:00:00,738
2023-01-10 10:15:00,645
2023-01-10 10:30:00,672
2023-01-10 10:45:00,740
2023-01-10 11:00:00,809
2023-01-10 11:15:00,821
2023-01-10 11:30:00,768
2023-01-10 11:45:00,625
2023-01-10 12:00:00,684
2023-01-10 12:15:00,566
2023-01-10 12:30:00,677
2023-01-10 12:45:00,594
2023-01-10 13:00:00,592
2023-01-10 13:15:00,586
2023-01-10 13:30:00,683
2023-01-10 13:45:00,744
2023-01-10 14:00:00,939
2023-01-10 14:15:00,1058
2023-01-10 14:30:00,1376
2023-01-10 14:45:00,1143
2023-01-10 15:00:00,1113
2023-01-10 15:15:00,1002
2023-01-10 15:30:00,1026
2023-01-10 15:45:00,906
2023-01-10 16:00:00,659
2023-01-10 16:15:00,716
